Method_ID,DStar,Tarantula,TarantulaStar,Ochiai,Naish2,Barinel,GP13,GP19
5370,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3280,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.05915492957746478600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5374,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3282,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.05915492957746478600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5373,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3281,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.05915492957746478600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5371,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3283,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.05915492957746478600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3286,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00845070422535211200,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5377,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3285,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.05915492957746478600,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5376,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3288,0.12500000000000000000,0.66458072590738430000,0.24921777221526908000,0.12677313820927750000,2.81126760563380260000,0.04285714285714281600,3.02189781021897800000,50.37856687124000000000
5375,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
3287,0.12500000000000000000,0.66458072590738430000,0.24921777221526908000,0.12677313820927750000,2.81126760563380260000,0.04285714285714281600,3.02189781021897800000,50.37856687124000000000
3278,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.06478873239436620000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
531,0.18285714285714286000,0.50284090909090920000,0.50284090909090920000,0.14948701855038718000,7.01408450704225400000,0.02234636871508377500,8.01129943502825000000,16.00000000000000000000
530,0.18285714285714286000,0.50284090909090920000,0.50284090909090920000,0.14948701855038718000,7.01408450704225400000,0.02234636871508377500,8.01129943502825000000,16.00000000000000000000
3279,0.16000000000000000000,0.64835164835164840000,0.32417582417582420000,0.14142135623730950000,3.72957746478873230000,0.04000000000000003600,4.02040816326530600000,63.74950980203691000000
5368,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2951,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.08169014084507042000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
5369,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00563380281690140900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
2950,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.08169014084507042000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
1821,0.06425702811244980000,0.41943127962085310000,0.29028436018957350000,0.08962214298964417000,3.30985915492957750000,0.01606425702811242800,4.00809716599190300000,40.98780306383839000000
535,0.18285714285714286000,0.50284090909090920000,0.50284090909090920000,0.14948701855038718000,7.01408450704225400000,0.02234636871508377500,8.01129943502825000000,16.00000000000000000000
2953,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.08169014084507042000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
1822,0.06425702811244980000,0.41943127962085310000,0.29028436018957350000,0.08962214298964417000,3.30985915492957750000,0.01606425702811242800,4.00809716599190300000,40.98780306383839000000
2952,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.08169014084507042000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
533,0.18285714285714286000,0.50284090909090920000,0.50284090909090920000,0.14948701855038718000,7.01408450704225400000,0.02234636871508377500,8.01129943502825000000,16.00000000000000000000
2955,0.01694915254237288000,0.45974025974025980000,0.06753246753246754000,0.04856429311786321000,0.85352112676056340000,0.01886792452830188300,1.00952380952380950000,17.17556403731766700000
