bug_id,acc@1,acc@3,acc@5,average_precision,wasted_effort
1,0, 0, 0, 0.052631578947368418, 17.0
2,1, 1, 1, 1.0, 0.0
3,0, 0, 0, 0.0038660283445419658, 183.0
4,0, 0, 0, 0.016393442622950821, 59.0
5,0, 0, 0, 0.0083333333333333332, 129.0
6,0, 0, 0, 0.019514472455648926, 44.0
7,1, 1, 1, 1.0, 0.0
8,0, 0, 0, 0.0047393364928909956, 491.0
9,0, 1, 1, 0.17095851216022889, 2.0
10,0, 0, 0, 0.0086956521739130436, 112.0
11,0, 0, 0, 0.004329004329004329, 229.0
12,0, 0, 0, 0.001953125, 831.0
13,0, 0, 0, 0.0015748031496062992, 639.0
14,0, 0, 0, 0.0026737967914438501, 292.0
15,0, 0, 0, 0.016393442622950821, 60.0
16,0, 0, 0, 0.19642857142857142, 6.0
17,0, 0, 0, 0.0027322404371584699, 363.0
18,0, 0, 0, 0.0010834236186348862, 1041.0
19,0, 0, 0, 0.0040650406504065045, 245.0
20,0, 0, 0, 0.010869565217391304, 79.0
21,0, 0, 0, 0.0013297872340425532, 663.0
22,0, 0, 0, 0.0013297872340425532, 663.0
23,0, 1, 1, 0.5, 2.0
24,0, 0, 0, 0.006369426751592357, 147.0
25,0, 0, 0, 0.014084507042253521, 71.0
26,0, 0, 0, 0.045454545454545456, 13.0
27,0, 0, 1, 0.16250000000000001, 3.0
29,0, 0, 0, 0.028571428571428571, 34.0
30,0, 0, 0, 0.010434829991281605, 92.0
31,0, 0, 0, 0.0015479876160990713, 591.0
32,0, 0, 0, 0.16666666666666666, 5.0
33,0, 0, 0, 0.017241379310344827, 56.0
34,0, 0, 0, 0.026684223727113123, 20.0
35,0, 0, 0, 0.006369426751592357, 156.0
36,0, 0, 0, 0.0015290519877675841, 650.0
37,0, 0, 0, 0.0050485817812550484, 232.0
38,0, 0, 0, 0.040000000000000001, 25.0
39,0, 0, 0, 0.022727272727272728, 92.0
40,0, 0, 0, 0.0053475935828877002, 193.0
41,0, 0, 0, 0.003568614334548382, 426.0
42,0, 0, 0, 0.076923076923076927, 8.0
43,0, 0, 0, 0.0015874770961015984, 992.0
44,0, 0, 0, 0.002232142857142857, 455.0
45,0, 0, 0, 0.0063651740407727232, 92.0
46,1, 1, 1, 1.0, 0.0
47,0, 0, 0, 0.0016577839207060304, 577.0
48,0, 0, 0, 0.004048582995951417, 247.0
49,0, 0, 0, 0.012973599688370488, 152.0
50,0, 0, 0, 0.0022727272727272726, 424.0
51,0, 0, 0, 0.043478260869565216, 16.0
52,0, 0, 0, 0.10000000000000001, 7.0
53,0, 0, 0, 0.055555555555555552, 17.0
54,0, 0, 0, 0.003280787621369068, 205.0
55,0, 0, 0, 0.0020920502092050207, 601.0
56,1, 1, 1, 1.0, 0.0
57,0, 0, 1, 0.25, 7.0
58,0, 0, 0, 0.0018148820326678765, 436.0
59,0, 0, 0, 0.00047961630695443646, 2043.0
60,0, 0, 0, 0.055977318524766853, 8.0
61,0, 0, 0, 0.037037037037037035, 26.0
62,0, 0, 0, 0.14285714285714285, 8.0
63,0, 0, 0, 0.14285714285714285, 8.0
64,0, 0, 0, 0.0043604879968516331, 157.0
65,0, 0, 0, 0.090909090909090912, 10.0
66,0, 0, 0, 0.0028169014084507044, 444.0
67,0, 0, 0, 0.0014903129657228018, 490.0
68,0, 1, 1, 0.17777777777777778, 2.0
69,0, 0, 0, 0.14285714285714285, 9.0
70,0, 0, 0, 0.0051813471502590676, 205.0
71,0, 0, 0, 0.010416666666666666, 94.0
72,0, 0, 0, 0.027777777777777776, 35.0
73,0, 0, 0, 0.076923076923076927, 13.0
74,0, 1, 1, 0.33333333333333331, 1.0
75,0, 0, 0, 0.15555555555555556, 7.0
76,0, 0, 0, 0.080128205128205121, 12.0
77,0, 0, 0, 0.083333333333333329, 12.0
78,0, 0, 0, 0.023809523809523808, 42.0
79,0, 0, 0, 0.034692028985507245, 14.0
80,0, 0, 0, 0.0033966162985922771, 432.0
81,0, 0, 0, 0.16666666666666666, 4.0
82,0, 0, 0, 0.037037037037037035, 79.0
83,0, 1, 1, 0.5, 1.0
84,0, 0, 0, 0.076923076923076927, 12.0
85,0, 0, 0, 0.028061224489795915, 47.0
86,0, 1, 1, 0.33333333333333331, 2.0
87,0, 0, 0, 0.023809523809523808, 49.0
88,0, 0, 0, 0.090909090909090912, 10.0
89,0, 0, 0, 0.0068132245178050633, 96.0
90,0, 0, 0, 0.08456032719836401, 6.0
91,0, 0, 0, 0.0024570024570024569, 506.0
92,0, 0, 0, 0.0017636684303350969, 454.0
93,0, 0, 0, 0.0017636684303350969, 454.0
94,0, 0, 0, 0.076923076923076927, 12.0
95,0, 0, 0, 0.0024937655860349127, 417.0
96,0, 0, 0, 0.023809523809523808, 41.0
97,0, 0, 1, 0.20000000000000001, 4.0
98,0, 0, 0, 0.0050150829562594264, 201.0
99,0, 0, 0, 0.0026109660574412533, 310.0
100,0, 0, 0, 0.087301587301587297, 6.0
101,0, 0, 0, 0.00082101806239737272, 1082.0
102,0, 0, 0, 0.001176470588235294, 755.0
103,0, 0, 0, 0.0073467488143256062, 76.0
104,0, 0, 1, 0.25, 3.0
105,0, 0, 0, 0.027027027027027029, 35.0
106,0, 0, 0, 0.0018931796447220319, 701.0
107,0, 0, 0, 0.00068587105624142656, 1434.0
108,0, 0, 0, 0.003350736689094884, 314.0
109,0, 1, 1, 0.5, 1.0
110,0, 0, 0, 0.0065035560888239696, 90.0
111,1, 1, 1, 1.0, 0.0
112,0, 0, 0, 0.014925373134328358, 64.0
113,0, 0, 0, 0.10000000000000001, 17.0
114,0, 0, 0, 0.007874015748031496, 126.0
115,0, 0, 0, 0.090909090909090912, 10.0
116,0, 0, 1, 0.20000000000000001, 4.0
117,0, 0, 0, 0.041666666666666664, 23.0
118,0, 0, 0, 0.014925373134328358, 71.0
119,0, 0, 0, 0.0010245901639344263, 644.0
120,0, 0, 0, 0.005076142131979695, 197.0
121,0, 0, 0, 0.0046511627906976744, 214.0
122,1, 1, 1, 1.0, 0.0
123,0, 0, 0, 0.0015649452269170579, 651.0
124,0, 1, 1, 0.5, 2.0
125,0, 0, 0, 0.013888888888888888, 70.0
126,0, 0, 0, 0.0013986013986013986, 492.0
127,0, 0, 0, 0.0049751243781094526, 193.0
128,0, 0, 1, 0.25, 4.0
129,0, 0, 0, 0.0011918951132300357, 840.0
130,0, 0, 0, 0.0023752969121140144, 688.0
131,0, 0, 0, 0.0035714285714285713, 388.0
132,0, 0, 0, 0.010526315789473684, 89.0
133,0, 0, 0, 0.041666666666666664, 22.0
